file_id,filename,folder_path,file_type,size_kb,date_modified,content_excerpt
F0142,Vantage-Collab Agreement-v1-10-05-23-clean version.pdf,/Legal/Unsorted,pdf,2944,2024-03-09,Partnership agreement between the Company and Vantage Retail Group establishing a joint venture focused on marketing campaign.
F0143,Tandem Software License COPY 01-19-20.docx,/Legal/Contracts/2023,docx,4034,2020-11-05,IP license agreement between the Company and Tandem Software covering use of licensed materials for product integration.
F0144,Foxglove_Marketing_Amendment_reviewed_2022_DO NOT SEND (1).docx,/Legal/Contracts/2020,docx,1774,2022-12-11,Addendum modifying pricing and scope under the original agreement with Foxglove Marketing.
F0145,Software  License_Cobalt_Freight_Nov2020_pending signature.doc,/Legal/Contracts/To Review,doc,2110,2021-10-12,"Software license agreement granting the Company rights to use Cobalt Freight's platform for marketing campaign, subject to usage restrictions."
F0146,MARLIN_CONSULTING-IP License-FINAL_v2-25.08.2017 (1).pdf,/Shared/Legal Docs/Vendors,pdf,2279,2018-03-06,"Software license agreement granting the Company rights to use Marlin Consulting's platform for product integration, subject to usage restrictions."
F0147,Joint Venture Agreement SilvergateFoods 2025.pdf,/Legal/NDAs,pdf,1398,2026-02-06,Collaboration agreement setting out each party's contributions and revenue share for the payment processing initiative.
F0148,Acme Corp Master Agreement draft 15.06.2019 PLEASE READ.doc,/Legal/Contracts/2023,doc,144,2020-05-21,"Framework agreement setting out general terms under which Acme Corp will provide ongoing services, to be supplemented by individual Statements of Work."
F0149,Meridian Cloud Systems Work Order signed Oct2025.doc,/Legal/Unsorted/Desktop dump 2021,doc,3451,2025-11-19,"Statement of Work under the Master Services Agreement dated 20 October 2025, describing deliverables and timeline for the security auditing engagement."
F0150,Crestline_Media-Confidentiality Agreement-reviewed.pdf,/Legal/Templates (do not use),pdf,3954,2026-03-08,Mutual confidentiality agreement covering discussions between the parties regarding a potential acquisition.
F0151,Statement of Work 10-30-24 FoxgloveMarketing reviewed (1).doc,/Legal/Contracts/By Vendor,doc,1704,2024-12-07,"This SOW sets out the specific services to be performed by Foxglove Marketing for the security auditing project, referencing the governing MSA."
F0152,CrestlineMedia_MNDA_FINAL_08.03.2025.docx,/Legal/Contracts/2023,docx,456,2025-08-21,Mutual confidentiality agreement covering discussions between the parties regarding equipment financing.
F0153,Confidentiality Agreement_executed_Jul2023.doc,/Legal/Contracts/2019,doc,1822,2023-10-18,"Scanned copy, OCR quality poor. The parties wish to exchange confidential information in con... [text unclear beyond this point]"
F0154,CORVUS_DATA MSA Draft 13.03.2020 old-do not use.doc,/Legal/Contracts/By Vendor,doc,1498,2021-01-14,"Framework agreement setting out general terms under which Corvus Data will provide ongoing services, to be supplemented by individual Statements of Work."
F0155,crestline-media Non-Disclosure FINAL(2) 2025.doc,/Legal/Unsorted/Desktop dump 2021,doc,1260,2025-10-06,Mutual confidentiality agreement covering discussions between the parties regarding security auditing.
F0156,TANDEM_SOFTWARE-Master Agreement-FINAL-20210115.docx,/Legal/Signed,docx,3650,2021-12-06,"Framework agreement setting out general terms under which Tandem Software will provide ongoing services, to be supplemented by individual Statements of Work."
F0157,Bluewave Logistics_DPA_pending signature_22.04.2024.docx,/Legal/Contracts/By Vendor,docx,3645,2025-03-19,Data Processing Agreement between the Company and Bluewave Logistics governing the processing of personal data in connection with office renovation.
F0158,Tandem_20180723_SOW_SIGNED.docx,/Legal/Unsorted,docx,956,2018-09-30,"Statement of Work under the Master Services Agreement dated 23 July 2018, describing deliverables and timeline for the recruitment services engagement."
F0159,Bluewave  Logistics_Joint Venture Agreement_Draft_Jul2019.pdf,/Legal/Templates (do not use),pdf,1713,2020-08-04,Collaboration agreement setting out each party's contributions and revenue share for the content licensing initiative.
F0160,Collab Agreement-pending signature-Feb2021.pdf,/Legal/Contracts/2021,pdf,1928,2022-01-19,Partnership agreement between the Company and Marlin Consulting establishing a joint venture focused on customer support outsourcing.
F0161,IP License_2020_Brightpath_Health.doc,/Legal/Contracts,doc,1114,2021-01-13,IP license agreement between the Company and Brightpath Health covering use of licensed materials for cloud migration.
F0162,10-23-23_Lease_v3.docx,/Legal/Contracts/2022,docx,1518,2024-02-02,"This Lease sets out the terms of occupancy, rent, and maintenance obligations for the property at 5 Harbour View, Leith."
F0163,TANDEM_SOFTWARE_SOW_COPY_10-27-18.doc,/Legal/NDAs/Misc,doc,2039,2019-04-03,"This SOW sets out the specific services to be performed by Tandem Software for the distribution rights project, referencing the governing MSA."
F0164,Brightpath_Health-Joint Venture Agreement-FINAL_v2-19.09.2021.pdf,/Legal/Contracts/2023,pdf,2825,2021-11-05,Partnership agreement between the Company and Brightpath Health establishing a joint venture focused on content licensing.
F0165,SolaraEnergy_Employment Agreement_OLD_12-12-20.pdf,/Shared/Legal Docs/Vendors,pdf,3262,2021-07-14,"Employment agreement between the Company and the named employee, setting out role, compensation, and termination terms."
F0166,pending signature-Oakridge-Offer Letter-2022.docx,/Legal/Downloads,docx,2078,2022-10-31,"Employment agreement between the Company and the named employee, setting out role, compensation, and termination terms."
F0167,Lumen_Data Processing Agreement_v2_FINAL_10-09-24.docx,/Legal/Signed,docx,3092,2025-10-30,Data Processing Agreement between the Company and Lumen Analytics governing the processing of personal data in connection with a pilot programme.
F0168,v3_Master Services Agreement_12.08.2023_Marlin.doc,/Shared/Legal Docs/Employees,doc,4134,2024-02-25,"This Master Services Agreement governs the provision of services by Marlin Consulting to the Company, including scope, fees, and liability terms."
F0169,CrestlineMedia_Work Order_Signed_Nov2024.pdf,/Shared/Legal Docs/Employees,pdf,842,2025-06-07,"Statement of Work under the Master Services Agreement dated 13 November 2024, describing deliverables and timeline for the customer support outsourcing engagement."
F0170,HarbourlineShipping_DPA_COPY_24.01.2017.doc,/Legal/Contracts/Backup - DO NOT DELETE,doc,638,2017-10-09,Data Processing Agreement between the Company and Harbourline Shipping governing the processing of personal data in connection with data analytics platform.
F0171,Silvergate_Vendor Agreement_v2_14.05.2017.doc,/Legal/Contracts/Backup - DO NOT DELETE,doc,1635,2017-10-12,Purchase agreement between the Company and Silvergate Foods for equipment financing-related equipment and support.
F0172,Greymoor-Employment Agreement-reviewed-15.02.2020.pdf,/Shared/Legal Docs,pdf,2364,2020-10-02,"Employment agreement between the Company and the named employee, setting out role, compensation, and termination terms."
F0173,NorthgatePartners_Purchase Agreement_backup_Apr2019.docx,/Legal/NDAs,docx,3517,2019-06-04,Purchase agreement between the Company and Northgate Partners for payment processing-related equipment and support.
F0174,MARLIN_CONSULTING_Property Lease_executed_2026.pdf,/Legal/Contracts/To Review,pdf,347,2026-06-01,"Commercial lease agreement for premises located at 5 Harbour View, Leith, between the Company as tenant and Marlin Consulting as landlord."
F0175,Meridian Work Order FINAL.pdf,/Legal/Signed,pdf,158,2024-02-16,"Statement of Work under the Master Services Agreement dated 13 June 2023, describing deliverables and timeline for the recruitment services engagement."
F0176,Apr2017_Master Services Agreement_Falcon_Security_draft_draft not final.pdf,/Legal/Contracts/Misc,pdf,3351,2017-10-15,"Framework agreement setting out general terms under which Falcon Security will provide ongoing services, to be supplemented by individual Statements of Work."
F0177,Falcon_Security_executed_MNDA_2022.docx,/Shared/Legal Docs,docx,2695,2023-08-12,This Non-Disclosure Agreement is entered into by and between Falcon Security and the Company for the purpose of evaluating a potential business relationship.
F0178,final-Whitfield  Legal Services-MSA-06.01.2026 (1).docx,/Legal/Signed,docx,2796,2026-03-09,"This Master Services Agreement governs the provision of services by Whitfield Legal Services to the Company, including scope, fees, and liability terms."
F0179,Acme Corp Amendment old.docx,/Legal/Archive/Old Deals,docx,806,2022-05-20,Addendum modifying pricing and scope under the original agreement with Acme Corp.
F0180,2020-backup-Work Order-ashworth-textiles.pdf,/Legal/Contracts/By Vendor,pdf,3548,2021-08-20,"Statement of Work under the Master Services Agreement dated 03 December 2020, describing deliverables and timeline for the security auditing engagement."
F0181,PINNACLE_INSURANCE-Master Services Agreement-FINAL_v2-2018.pdf,/Legal/Contracts/2021,pdf,4108,2018-02-21,"This Master Services Agreement governs the provision of services by Pinnacle Insurance to the Company, including scope, fees, and liability terms."
F0182,Bluewave  Property Lease v3 20221030.pdf,/Legal/Contracts/2022,pdf,2660,2023-05-19,"This Lease sets out the terms of occupancy, rent, and maintenance obligations for the property at 5 Harbour View, Leith."
F0183,Tandem Software-Purchase Agreement-OLD-09-08-25.docx,/Legal/Contracts/By Vendor,docx,747,2026-06-01,"Vendor agreement with Tandem Software covering the supply of goods/services related to security auditing, including pricing and delivery terms."
F0184,DRAFT_HALDEN_&_CO_Lease.docx,/Legal/Downloads,docx,3295,2020-12-11,"This Lease sets out the terms of occupancy, rent, and maintenance obligations for the property at 3 Riverside Way, Dunfermline."
F0185,meridian-cloud-systems_Offer Letter_OLD (1).doc,/Legal/Contracts/2021,doc,298,2019-08-29,"Offer letter and employment terms for a position in the office renovation team, including start date and reporting line."
F0186,MARLIN_CONSULTING-Property Lease-FINAL_v2-Jul2025.doc,/Legal/Contracts/2021,doc,1059,2026-06-01,"Commercial lease agreement for premises located at 5 Harbour View, Leith, between the Company as tenant and Marlin Consulting as landlord."
F0187,IP License OLD Apr2017.docx,/Legal/Downloads,docx,384,2017-09-15,"Scanned copy, OCR quality poor. Software license agreement granting the Company rights to us... [text unclear beyond this point]"
F0188,Ferrow_Industries-Vendor Agreement-DRAFT-03.02.2023.doc,/Legal/Unsorted,doc,2914,2023-09-19,"Vendor agreement with Ferrow Industries covering the supply of goods/services related to payment processing, including pricing and delivery terms."
F0189,tandem-software_Master  Services Agreement_FINAL_v2_Jan2021 (1).pdf,/Shared/Legal Docs,pdf,828,2021-05-10,"Framework agreement setting out general terms under which Tandem Software will provide ongoing services, to be supplemented by individual Statements of Work."
F0190,Anchor Point Bank_Employment Agreement_FINAL_v2_13.04.2019.doc,/Legal/NDAs/Misc,doc,1964,2019-10-24,"Employment agreement between the Company and the named employee, setting out role, compensation, and termination terms."
F0191,Solara Energy Partnership Agreement draft 12-24-17.docx,/Legal/Archive/Old Deals,docx,1163,2018-12-29,Collaboration agreement setting out each party's contributions and revenue share for the supply chain logistics initiative.
F0192,Vantage Retail Group_DPA.doc,/Legal/Archive/Old Deals,doc,3019,2023-10-24,This DPA supplements the underlying services agreement and sets out data protection obligations for Vantage Retail Group as processor.
F0193,old  DPA ANCHOR_POINT_BANK 05-09-24.pdf,/Legal/Contracts,pdf,1320,2024-12-06,This DPA supplements the underlying services agreement and sets out data protection obligations for Anchor Point Bank as processor.
F0194,Elmtree Statement of Work FINAL(2) 2022 (1).pdf,/Legal/Contracts/Real Estate,pdf,146,2022-09-27,"This SOW sets out the specific services to be performed by Elmtree Realty for the security auditing project, referencing the governing MSA."
F0195,ASHWORTH_TEXTILES_Lease Agreement_DRAFT_20250115.pdf,/Legal/NDAs/Misc,pdf,2164,2025-01-16,"Commercial lease agreement for premises located at 88 Kings Road, Glasgow, between the Company as tenant and Ashworth Textiles as landlord."
F0196,corvus-data_Partnership Agreement_FINAL_v2_Sep2023.doc,/Shared/Legal Docs/Employees,doc,1154,2023-12-26,Partnership agreement between the Company and Corvus Data establishing a joint venture focused on a potential acquisition.
F0197,Ferrow Industries_Amendment_backup_09-19-18.doc,/Legal/Contracts/2020,doc,2560,2019-02-06,Addendum modifying pricing and scope under the original agreement with Ferrow Industries.
F0198,v2_BrightpathHealth_16.09.2021_Partnership Agreement.pdf,/Shared/Legal Docs/Employees,pdf,1288,2022-08-17,Collaboration agreement setting out each party's contributions and revenue share for the customer support outsourcing initiative.
F0199,Lumen_Property Lease_v2_01-23-26.doc,/Legal/Contracts/2019,doc,1030,2026-06-01,"Commercial lease agreement for premises located at 88 Kings Road, Glasgow, between the Company as tenant and Lumen Analytics as landlord."
F0200,25.01.2021-signed-Riverstone_Capital-Mutual NDA.docx,/Legal/Unsorted/Desktop dump 2021,docx,1153,2021-11-26,The parties wish to exchange confidential information in connection with a potential acquisition and agree to the following terms.
F0201,Draft Lease Oct2018 Falcon_Security (1).pdf,/Legal/Contracts/2020,pdf,333,2019-06-06,"This Lease sets out the terms of occupancy, rent, and maintenance obligations for the property at 17 Exchange Square, Manchester."
F0202,Meridian_License  Agreement_Draft_Aug2022.pdf,/Legal/Unsorted/Desktop dump 2021,pdf,3134,2023-01-07,"Software license agreement granting the Company rights to use Meridian Cloud Systems's platform for payment processing, subject to usage restrictions."
F0203,Crestline  Media_NDA_draft_07-10-25.pdf,/Shared/Legal Docs,pdf,3533,2025-11-16,Mutual confidentiality agreement covering discussions between the parties regarding data analytics platform.
F0204,VANTAGE_RETAIL_GROUP Oct2020 Master Services Agreement OLD.doc,/Legal/Contracts/To Review,doc,2499,2021-03-02,"Framework agreement setting out general terms under which Vantage Retail Group will provide ongoing services, to be supplemented by individual Statements of Work."
F0205,02-02-26 whitfield-legal-services Master Services Agreement v2.doc,/Legal/Contracts/2022,doc,3036,2026-06-01,"Framework agreement setting out general terms under which Whitfield Legal Services will provide ongoing services, to be supplemented by individual Statements of Work."
F0206,Acme_Corp_Partnership Agreement_FINAL_Mar2019_clean version.doc,/Legal/Contracts/2023,doc,968,2020-01-30,Collaboration agreement setting out each party's contributions and revenue share for the recruitment services initiative.
F0207,Ashworth_Textiles_License Agreement_reviewed_2023.pdf,/Legal/Contracts/2023,pdf,429,2024-01-06,"Software license agreement granting the Company rights to use Ashworth Textiles's platform for marketing campaign, subject to usage restrictions."
F0208,FINAL_SILVERGATE_FOODS_Purchase Agreement.pdf,/Legal/Unsorted/Desktop dump 2021,pdf,636,2018-04-22,"Vendor agreement with Silvergate Foods covering the supply of goods/services related to product integration, including pricing and delivery terms."
F0209,Sep2024-Greymoor_Logistics-Lease-backup.pdf,/Legal/Archive/Old Deals,pdf,859,2024-09-21,"Commercial lease agreement for premises located at 17 Exchange Square, Manchester, between the Company as tenant and Greymoor Logistics as landlord."
F0210,v1 IP License CobaltFreight.doc,/Legal/Contracts/By Vendor,doc,811,2024-11-04,IP license agreement between the Company and Cobalt Freight covering use of licensed materials for security auditing.
F0211,WHITFIELD_LEGAL_SERVICES_DPA_FINAL_2019.pdf,/Legal/Unsorted,pdf,1713,2020-05-16,Data Processing Agreement between the Company and Whitfield Legal Services governing the processing of personal data in connection with office renovation.
F0212,Vantage Retail Group_Joint Venture Agreement_draft_03.10.2023_clean version.doc,/Legal/Contracts/Real Estate,doc,1411,2024-01-01,Partnership agreement between the Company and Vantage Retail Group establishing a joint venture focused on equipment financing.
F0213,Contract Amendment_Signed_20240724_solara-energy.doc,/Legal/Contracts/2019,doc,2716,2024-11-28,Addendum modifying pricing and scope under the original agreement with Solara Energy.
F0214,Lumen_Analytics_Employment Agreement_FINAL_PLEASE READ.pdf,/Legal/Archive/Old Deals,pdf,3032,2026-06-01,"Offer letter and employment terms for a position in the a potential acquisition team, including start date and reporting line."
F0215,Data Processing Addendum redline whitfield-legal-services copy (1).doc,/Legal/Contracts/2023,doc,2126,2018-06-24,This DPA supplements the underlying services agreement and sets out data protection obligations for Whitfield Legal Services as processor.
F0216,FALCON_SECURITY Master Agreement FINAL 18.04.2017.pdf,/Legal/Contracts/Backup - DO NOT DELETE,pdf,2736,2018-05-16,"This Master Services Agreement governs the provision of services by Falcon Security to the Company, including scope, fees, and liability terms."
F0217,CRESTLINE_MEDIA_executed_Property Lease (1).pdf,/Legal/Templates (do not use),pdf,1240,2023-03-20,"Commercial lease agreement for premises located at 14 Prince Street, Edinburgh, between the Company as tenant and Crestline Media as landlord."
F0218,foxglove-marketing-SOW-signed-20241103.docx,/Legal/Contracts/Misc,docx,2875,2024-11-09,"This SOW sets out the specific services to be performed by Foxglove Marketing for the office renovation project, referencing the governing MSA."
F0219,Oakridge Employment Agreement 2018.doc,/Legal/NDAs/Misc,doc,1535,2019-07-21,"Offer letter and employment terms for a position in the equipment financing team, including start date and reporting line."
F0220,RiverstoneCapital_Employment  Agreement_Final.docx,/Legal/Unsorted/Desktop dump 2021,docx,1225,2023-09-18,"Employment agreement between the Company and the named employee, setting out role, compensation, and termination terms."
